clean_description,true_id,true_country,predicted_id,predicted_country,confidence,true_class_probability,correct
forge consistently one bertrand top wine and the 2011 simply stun the dense heady perfume offer note raspberry black plum cherry sweet spice and cocoa powder which all carry through the lush full weight palate the texture like crush velvet with fine yet grip tannin and ample acidity keep the mouthfeel fresh complex and layered wine with hint licorice tobacco leaf and black pepper that grace the finish drink 2016 2022,11,France,31,South Africa,0.99994814,5.169123e-05,False
floral soap plum and red berry aroma bring pinch spice the nose this lively and bit grinder the palate with zingy acidity and some grit plum berry and ripe tomato flavor finish short and simple,6,Chile,32,Spain,0.99994683,4.4077136e-05,False
still young and with strong wood age flavor this otherwise light wine where the fruit reticent bitter cherry flavor show through along with acidity and the wine obviously need time settle down drink from 2016,11,France,27,Portugal,0.999946,5.3588465e-05,False
not for the fainthearte this huge mouthfille wine burst with yellow plum hazelnut and peach aroma and accent smoke butter and toast yet for all its size manage marry that power with sense mineral elegance drink now 2010,11,France,1,Australia,0.99994576,3.953896e-06,False
atypically plump and creamy the mouth with modest pear and pineapple fruit slightly funky old shoe scent mark the nose but expect that dissipate over time with decant while the wine finish clean and citrusy give almost the impression dryness,13,Germany,1,Australia,0.99994564,1.125823e-07,False
oatley have source the fruit for this wine from way out western australia thousand mile from his home base but the result show why worth the aroma and flavor seamlessly marry fig melon and pink grapefruit note while the wine mouthfille and lush without overweight drink over the next month,1,Australia,25,New Zealand,0.9999442,5.192621e-05,False
tender hint strawberry arise nose and palate this slender but rounded and beautifully dry edge towards elegance the finish,11,France,2,Austria,0.99994147,5.5502678e-05,False
the dense tannin this wine balance the ripeness with concentration and generous blackberry fruit rich wine broadly structure and with swathe opulent fruit will need plenty time drink from 2026,27,Portugal,11,France,0.99994123,5.848468e-05,False
aroma suggest bath soap peach and pear the palate friendly but blocky while the flavor profile run sweet with sugary dosage hint nectarine and mango work the finish,6,Chile,32,Spain,0.9999403,3.334752e-06,False
one the fine croze hermitage wine can remember taste this wine combine mouthwatering note hickory smoke pork and dark berry there plenty richness the midpalate and long velvety finish make this truly complete package drink now 2030,11,France,1,Australia,0.9999398,9.700555e-06,False
citrus spice and pear the nose give way wave spice white fruit and flower the palate pretty wine with soft finish,35,US,14,Greece,0.999938,5.166771e-06,False
earthy spicy aroma juniper bell pepper and oak cover slightly underripe berry scent this have acceptable level tannic scratch and peppery herbal berry fruit flavor like the rest this cab the finish lightly herbal green leaning and hard,0,Argentina,6,Chile,0.9999368,3.3415355e-07,False
fleshy and lightly oxidize the nose this pinot noir and chardonnay sparkler show seltzer like palate with pulse preserve acidity the palate bring mix peach yeast spend lee and oxidize flavor,0,Argentina,35,US,0.99993634,9.222062e-06,False
very ripe yellow fruit make this generous dense rich wine light touch wood and acidity balance the super rich character the wine maybe all too much too opulent but then again delicious,27,Portugal,11,France,0.99993575,5.992874e-05,False
this wine firm although with plenty attractive red fruit perfume with structure and tight tannin along with streak minerality the wine should ready drink soon,27,Portugal,11,France,0.9999356,6.165437e-05,False
hint passion fruit rest among the ripe peach note the palate zippy with ripe orange and zesty tangerine full juicy freshness this wine would exuberant ritif when well chill drink soon for maximum fruit,11,France,2,Austria,0.9999354,5.538353e-05,False
this riesling fruit from year old eden valley vineyard half the wine vinifie jeff grosset polish hill the other half vinifie rob hill smith yalumba once the wine all bring together grosset and hill smith the story take four day decide the final blend the wine once viscous and very dry with stone fruit vanilla bean and some floral flavor green apple round out the long dry finsih,1,Australia,35,US,0.9999349,2.4797148e-06,False
heavy and waxy with overdone varietal aroma that seem oily lot pepper and cumin but what about the fruit and acidity nowhere find,11,France,0,Argentina,0.9999335,1.5502299e-06,False
grassy and oily smell and then you find thick oily palate with honey and lychee flavor not very zesty kind clumsy and dense with chunky finish and bitterness decent acidity what keep its head above water,32,Spain,0,Argentina,0.99993265,3.688558e-05,False
the bouquet start off snappy and clean but with time some pungent sea foam and green bean aromas arise basic pear melon and green herb make the flavor profile while the short finish though offer ample pepper and mineral lack fruit,1,Australia,6,Chile,0.99993193,5.1083786e-09,False
though pale color this tannic and flavorful wine with earthy underpinning lightly spice red fruit flavor unfold and gather strength midpalate this nicely capture the elegance naramata bench pinot noir,5,Canada,35,US,0.99993134,5.480783e-06,False
herbal lean bottle this show oregano pasilla chile and shred bell pepper the nose give nuance the blueberry fruit base fresh and easy drinking the peppery palate with strawberry cut more chile element great for those who enjoy pyrazine influence but stay away not,35,US,6,Chile,0.9999306,2.4917124e-05,False
prickly aroma nettle bell pepper dust and white pepper set fresh yet plump palate melon peach pit and green herb flavor finish with note lemon lime and juicy acidity,32,Spain,6,Chile,0.99993014,6.900046e-05,False
ripe and weighty this rich wine from the pfaffenberg vineyard krem have spice well perfume white fruit sense structure and concentration feel warm with peach and white fruit flavor likely develop along with acidity over the next year,2,Austria,11,France,0.99992895,1.4275412e-06,False
obvious fruity kabinett with ample body and off dry character ehlen 2007 erdener treppchen boast ripe melon aroma and flavor underscore hint nectarine and squirt citrus,13,Germany,25,New Zealand,0.9999285,1.1697155e-05,False
write the book how make wine fill with gigantic jammy fruit that nonetheless dry balanced and harmonious the cabernet contribute blackcurrant and structural tannin the syrah bring peppery richness while merlot add soft fruitiness you can actually taste each varietal yet the wine hang together dry and rich good buy,1,Australia,35,US,0.9999274,2.7501827e-07,False
dusty lime aroma carry modest nose toward clean palate with moderate fruity weight flavor white grapefruit and lime finish with additional citrus note and stone fruit accent nice forward lean cava,32,Spain,6,Chile,0.99992573,5.3331958e-05,False
cherry and plum aroma come with note rubbery latex like band aid this feel compact and dense the palate ball medicinal black cherry and chocolate flavor finish bunched blocky mass,6,Chile,32,Spain,0.99992347,1.0800913e-05,False
lafarga wine expensive and shoot high but they awfully rustic general this syrah earthy and rubbery the nose then hard rock the palate due clamp down tannin flavor dark fruit plastic and oak finish with heat,22,Mexico,6,Chile,0.99992335,1.224399e-06,False
initially this smell perfume and powdery like grande dame prepare out for the night deep inspection smell grassy and citrusy then taste and feel dilute good this quaff wine due minimal character but good acidity,6,Chile,32,Spain,0.9999224,2.4337236e-05,False
dark color and stewy aroma earthy berry fruit lead lush lazy palate that taste toasty oak and roasted berry hot minty and charred finish feel heavy,32,Spain,0,Argentina,0.9999207,1.1455845e-05,False
